# BUSCO version is: 6.0.0 
# The lineage dataset is: apicomplexa_odb12 (Creation date: 2025-07-01, number of genomes: 36, number of BUSCOs: 481)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
131at5794	Missing
288at5794	Missing
438at5794	Missing
596at5794	Missing
1669at5794	Missing
2329at5794	Missing
2798at5794	Missing
2981at5794	Complete	719_g	81.9	250	https://www.orthodb.org/?query=2981at5794	Leucine-rich repeat protein
3250at5794	Complete	961_g	330.7	287	https://www.orthodb.org/?query=3250at5794	DNA damage-inducible protein 1
3276at5794	Complete	633_g	465.8	592	https://www.orthodb.org/?query=3276at5794	helicase
3510at5794	Fragmented	1368_g	214.8	216	https://www.orthodb.org/?query=3510at5794	bystin
3740at5794	Missing
3782at5794	Fragmented	691_g	114.2	93	https://www.orthodb.org/?query=3782at5794	TLD domain-containing protein
3876at5794	Missing
4079at5794	Missing
4131at5794	Complete	595_g	418.9	294	https://www.orthodb.org/?query=4131at5794	cytoplasmic tRNA 2-thiolation protein 1
4331at5794	Missing
5090at5794	Missing
5439at5794	Missing
5539at5794	Complete	804_g	228.0	316	https://www.orthodb.org/?query=5539at5794	Mrna capping enzyme
5667at5794	Missing
7741at5794	Missing
7803at5794	Complete	1075_g	533.7	347	https://www.orthodb.org/?query=7803at5794	actin
7861at5794	Missing
7878at5794	Missing
7921at5794	Missing
8083at5794	Fragmented	958_g	107.0	98	https://www.orthodb.org/?query=8083at5794	DNA-directed RNA polymerases I
8233at5794	Complete	464_g	539.7	318	https://www.orthodb.org/?query=8233at5794	replication factor C subunit
8315at5794	Complete	896_g	290.3	347	https://www.orthodb.org/?query=8315at5794	zinc finger, C3HC4 type (RING finger) domain-containing protein
8326at5794	Missing
8327at5794	Missing
8399at5794	Complete	794_g	467.5	292	https://www.orthodb.org/?query=8399at5794	putative ribosomal Rna (adenine(1779)-N(6)/adenine(1780)-N(6))- dimethyltransferase
8453at5794	Missing
8461at5794	Missing
8471at5794	Missing
8569at5794	Missing
8628at5794	Missing
8796at5794	Fragmented	1037_g	173.6	172	https://www.orthodb.org/?query=8796at5794	cardiolipin synthase, putative
8812at5794	Missing
9051at5794	Missing
9112at5794	Complete	1400_g	423.7	391	https://www.orthodb.org/?query=9112at5794	zinc finger protein
9198at5794	Fragmented	1232_g	158.0	132	https://www.orthodb.org/?query=9198at5794	asparagine synthase
9558at5794	Missing
9567at5794	Missing
9663at5794	Missing
9716at5794	Complete	351_g	444.9	305	https://www.orthodb.org/?query=9716at5794	Ethanolamine-phosphate cytidylyltransferase
9722at5794	Complete	776_g	452.1	361	https://www.orthodb.org/?query=9722at5794	thioredoxin
9831at5794	Missing
9903at5794	Missing
9998at5794	Missing
10182at5794	Missing
10285at5794	Complete	875_g	71.0	346	https://www.orthodb.org/?query=10285at5794	vacuolar protein sorting-associated protein 33
10332at5794	Complete	955_g	459.1	508	https://www.orthodb.org/?query=10332at5794	ribosome biogenesis protein
10486at5794	Complete	334_g	496.9	445	https://www.orthodb.org/?query=10486at5794	histone deacetylase
10895at5794	Complete	218_g	479.5	482	https://www.orthodb.org/?query=10895at5794	protein kinase
10954at5794	Complete	438_g	316.9	448	https://www.orthodb.org/?query=10954at5794	RNA-metabolising metallo-beta-lactamase
11080at5794	Missing
11330at5794	Complete	465_g	348.5	416	https://www.orthodb.org/?query=11330at5794	DEAD/DEAH box helicase
11341at5794	Complete	211_g	494.2	594	https://www.orthodb.org/?query=11341at5794	vacuolar protein sorting-associated protein 53, putative
11416at5794	Fragmented	1270_g	211.4	164	https://www.orthodb.org/?query=11416at5794	translation initiation factor
11466at5794	Complete	1173_g	206.6	179	https://www.orthodb.org/?query=11466at5794	60s ribosomal protein L13
11488at5794	Missing
11496at5794	Missing
11519at5794	Complete	1046_g	247.8	420	https://www.orthodb.org/?query=11519at5794	helicase
11538at5794	Complete	63_g	232.7	210	https://www.orthodb.org/?query=11538at5794	RNA methyltransferase
11552at5794	Complete	1130_g	133.7	451	https://www.orthodb.org/?query=11552at5794	thioredoxin reductase
11563at5794	Missing
11750at5794	Missing
11788at5794	Missing
12091at5794	Missing
12206at5794	Missing
12214at5794	Missing
12280at5794	Missing
12327at5794	Complete	817_g	287.7	318	https://www.orthodb.org/?query=12327at5794	CobW/HypB/UreG nucleotide-binding domain
12484at5794	Missing
12878at5794	Complete	831_g	218.3	310	https://www.orthodb.org/?query=12878at5794	FCH domain containing protein
12887at5794	Missing
12975at5794	Missing
13279at5794	Complete	362_g	292.2	279	https://www.orthodb.org/?query=13279at5794	transcription elongation factor
13281at5794	Missing
13310at5794	Missing
13315at5794	Missing
13369at5794	Missing
13548at5794	Missing
13630at5794	Missing
13731at5794	Complete	1069_g	280.7	232	https://www.orthodb.org/?query=13731at5794	syntaxin
13853at5794	Missing
13899at5794	Missing
13921at5794	Fragmented	1162_g	356.5	322	https://www.orthodb.org/?query=13921at5794	Formin 2 Domain containing protein
14090at5794	Complete	1222_g	471.4	473	https://www.orthodb.org/?query=14090at5794	splicing factor
14108at5794	Missing
14164at5794	Missing
14250at5794	Missing
14463at5794	Fragmented	1140_g	449.1	344	https://www.orthodb.org/?query=14463at5794	26S proteasome non-ATPase regulatory subunit 3
14555at5794	Complete	738_g	125.1	131	https://www.orthodb.org/?query=14555at5794	nascent polypeptide-associated complex subunit alpha
14579at5794	Missing
14591at5794	Missing
14730at5794	Missing
15005at5794	Missing
15046at5794	Missing
15094at5794	Missing
15130at5794	Missing
15169at5794	Complete	643_g	588.2	532	https://www.orthodb.org/?query=15169at5794	RNA helicase
15301at5794	Missing
15360at5794	Missing
15389at5794	Missing
15422at5794	Missing
15559at5794	Missing
15680at5794	Missing
15803at5794	Missing
15911at5794	Missing
16038at5794	Missing
16211at5794	Missing
17147at5794	Missing
17423at5794	Missing
17586at5794	Missing
18021at5794	Missing
18026at5794	Missing
18028at5794	Missing
18175at5794	Missing
18178at5794	Missing
18694at5794	Missing
19052at5794	Complete	147_g	170.1	158	https://www.orthodb.org/?query=19052at5794	hypothetical protein, conserved
19609at5794	Complete	1108_g	353.2	255	https://www.orthodb.org/?query=19609at5794	nucleosome assembly protein
19917at5794	Missing
19925at5794	Missing
20076at5794	Missing
20195at5794	Missing
